"","StationCode","SampleDate","Subregion.x","StationName.x","Project.x","Projectcode","n_taxa","n_E","n_P","n_T","n_O","n_D","n_Phylum_NA","n_Arthropoda","n_Annelida","n_Nematoda","n_Ectoprocta","n_Bacillariophyta","n_Cryptophyta","n_Heterokontophyta","n_Ochrophyta","n_Coelenterata","n_Nemertea","n_Mollusca","n_Platyhelminthes","n_Bryozoa","n_Cyanobacteria","n_Chlorophyta","n_Euglenozoa","n_Streptophyta","n_Rhodophyta","n_Chordata","EPT_taxa","EPT_index","ETO_taxa","ETO_index","StationName.y","SampleDate.wq","Project.y","n","Subregion.y","n_Alk","mean_Alk","sd_Alk","min_Alk","max_Alk","n_N","mean_N","sd_N","min_N","max_N","n_Chl_F","mean_Chl_F","sd_Chl_F","min_Chl_F","max_Chl_F","n_Chl_TR","mean_Chl_TR","sd_Chl_TR","min_Chl_TR","max_Chl_TR","n_DO","mean_DO","sd_DO","min_DO","max_DO","n_pH","mean_pH","sd_pH","min_pH","max_pH","n_Sal","mean_Sal","sd_Sal","min_Sal","max_Sal","n_Secc","mean_Secc","sd_Secc","min_Secc","max_Secc","n_Cond","mean_Cond","sd_Cond","min_Cond","max_Cond","n_Temp","mean_Temp","sd_Temp","min_Temp","max_Temp","n_Turb","mean_Turb","sd_Turb","min_Turb","max_Turb","n_Vel","mean_Vel","sd_Vel","min_Vel","max_Vel"
"33","544SJC010",2011-07-07,"Central Delta","San Joaquin River at Potato Point","RWB5 Clear Lake and Delta Cyanobacteria FY1112","RWB5_CyanoBac_FY1112",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"San Joaquin River at Potato Point",2011-07-07,"RWB5 Clear Lake and Delta Cyanobacteria FY1112",6,"Central Delta",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.46,NA,7.46,7.46,1,7.26,NA,7.26,7.26,0,NA,NA,NA,NA,1,1.28,NA,1.28,1.28,1,115,NA,115,115,1,22.49,NA,22.49,22.49,1,4.4,NA,4.4,4.4,0,NA,NA,NA,NA
"34","544SJC010",2011-08-18,"Central Delta","San Joaquin River at Potato Point","RWB5 Clear Lake and Delta Cyanobacteria FY1112","RWB5_CyanoBac_FY1112",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"San Joaquin River at Potato Point",2011-08-18,"RWB5 Clear Lake and Delta Cyanobacteria FY1112",6,"Central Delta",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.6,NA,7.6,7.6,1,7.11,NA,7.11,7.11,0,NA,NA,NA,NA,1,1.2,NA,1.2,1.2,1,154,NA,154,154,1,23.2,NA,23.2,23.2,1,6.3,NA,6.3,6.3,0,NA,NA,NA,NA
"35","544SJC010",2011-09-19,"Central Delta","San Joaquin River at Potato Point","RWB5 Clear Lake and Delta Cyanobacteria FY1112","RWB5_CyanoBac_FY1112",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"San Joaquin River at Potato Point",2011-09-19,"RWB5 Clear Lake and Delta Cyanobacteria FY1112",6,"Central Delta",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.9,NA,7.9,7.9,1,7.67,NA,7.67,7.67,0,NA,NA,NA,NA,1,1.92,NA,1.92,1.92,1,169,NA,169,169,1,22,NA,22,22,1,5.1,NA,5.1,5.1,0,NA,NA,NA,NA
"36","544SJC010",2011-10-18,"Central Delta","San Joaquin River at Potato Point","RWB5 Clear Lake and Delta Cyanobacteria FY1112","RWB5_CyanoBac_FY1112",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"San Joaquin River at Potato Point",2011-10-18,"RWB5 Clear Lake and Delta Cyanobacteria FY1112",6,"Central Delta",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.52,NA,8.52,8.52,1,7.8,NA,7.8,7.8,0,NA,NA,NA,NA,1,1.84,NA,1.84,1.84,1,135,NA,135,135,1,18.6,NA,18.6,18.6,1,5.2,NA,5.2,5.2,0,NA,NA,NA,NA
"37","BF21",2011-08-30,"Suisun Bay","Grizzly Bay (BF21)","2011 RMP Status and Trends","11RMP2ST",15,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,"Grizzly Bay (BF21)",2011-08-30,"2011 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.6,NA,6.6,6.6,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"38","BF21",2012-04-23,"Suisun Bay","Grizzly Bay (BF21)","2012 RMP Status and Trends","12RMP2ST",12,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Grizzly Bay (BF21)",2012-04-23,"2012 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.5,NA,6.5,6.5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"39","BG20",2011-08-30,"Confluence","Sacramento River (BG20)","2011 RMP Status and Trends","11RMP2ST",9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Sacramento River (BG20)",2011-08-30,"2011 RMP Status and Trends",2,"Confluence",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.9,NA,6.9,6.9,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"40","BG20",2012-04-24,"Confluence","Sacramento River (BG20)","2012 RMP Status and Trends","12RMP2ST",8,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Sacramento River (BG20)",2012-04-24,"2012 RMP Status and Trends",2,"Confluence",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.6,NA,7.6,7.6,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"41","BG30",2011-08-30,"Confluence","San Joaquin River (BG30)","2011 RMP Status and Trends","11RMP2ST",12,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"San Joaquin River (BG30)",2011-08-30,"2011 RMP Status and Trends",2,"Confluence",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.8,NA,6.8,6.8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"42","BG30",2012-04-24,"Confluence","San Joaquin River (BG30)","2012 RMP Status and Trends","12RMP2ST",15,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"San Joaquin River (BG30)",2012-04-24,"2012 RMP Status and Trends",2,"Confluence",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7,NA,7,7,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"43","BG30",2012-04-24,"Confluence","San Joaquin River (BG30)","2012 RMP Status and Trends","12RMP2ST",15,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"San Joaquin River at Antioch Ship Channel",2012-04-24,"RWB2 Suisun Bay Monitoring Study 2012",13,"Confluence",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,8.84,0,8.84,8.84,2,7.75,0,7.75,7.75,2,0.1,0,0.1,0.1,2,0.5,0,0.5,0.5,2,221,0,221,221,2,17.55,0,17.55,17.55,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"44","BG30",2012-04-24,"Confluence","San Joaquin River (BG30)","2012 RMP Status and Trends","12RMP2ST",15,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"San Joaquin River at Kimbal Island near Antioch, CA",2012-04-24,"USGS Suisun Bay Monitoring Project 2011-2012",4,"Confluence",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.8,NA,8.8,8.8,1,7.8,NA,7.8,7.8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,221,NA,221,221,1,17.6,NA,17.6,17.6,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"45","DCN02",2018-05-16,"Confluence","Deer Creek downstream of Minnesota Ave","Three Creeks Restoration","3CREEKS",10,1,0,0,0,7,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.3,3,0.3,"Deer Creek downstream of Minnesota Ave",2018-05-16,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.33,NA,8.33,8.33,1,7.98,NA,7.98,7.98,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,990,NA,990,990,2,17.715,0.728319984622145,17.2,18.23,1,6.54,NA,6.54,6.54,1,NA,NA,NA,NA
"46","DCN02",2018-05-16,"Confluence","Deer Creek downstream of Minnesota Ave","Three Creeks Restoration","3CREEKS",10,1,0,0,0,7,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.3,3,0.3,"Marsh Ck. below Deer Ck",2018-05-16,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.27,NA,6.27,6.27,1,7.85,NA,7.85,7.85,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,840,NA,840,840,2,14.55,2.47487373415292,12.8,16.3,1,17.2,NA,17.2,17.2,1,NA,NA,NA,NA
"47","MC01",2018-05-14,"Confluence","Marsh Ck downstream of Cypress Road bridge","Three Creeks Restoration","3CREEKS",24,2,0,3,0,8,0,17,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,9,0.375,9,0.375,"Marsh Ck downstream of Cypress Road bridge",2018-05-14,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.43,NA,6.43,6.43,1,8.23,NA,8.23,8.23,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1460,NA,1460,1460,2,16.185,3.23147799002252,13.9,18.47,1,2.54,NA,2.54,2.54,1,NA,NA,NA,NA
"48","MC02",2018-05-14,"Confluence","Marsh Ck upstream of Delta Road bridge","Three Creeks Restoration","3CREEKS",24,2,0,3,0,9,0,17,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,10,0.416666666666667,10,0.416666666666667,"Marsh Ck upstream of Delta Road bridge",2018-05-14,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,14,NA,14,14,1,8.41,NA,8.41,8.41,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1370,NA,1370,1370,2,21.05,0.0707106781186558,21,21.1,1,2.58,NA,2.58,2.58,1,NA,NA,NA,NA
"49","MC08",2018-05-18,"Confluence","Marsh Ck at Tech Center","Three Creeks Restoration","3CREEKS",15,0,0,1,1,4,0,8,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0.266666666666667,5,0.333333333333333,"Marsh Ck at Tech Center",2018-05-18,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,5.5,NA,5.5,5.5,1,8.1,NA,8.1,8.1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,580,NA,580,580,2,15.75,2.61629509039023,13.9,17.6,1,5.15,NA,5.15,5.15,1,NA,NA,NA,NA
"50","MC11",2018-05-16,"Confluence","Marsh Ck. below Deer Ck","Three Creeks Restoration","3CREEKS",6,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,6,1,"Deer Creek downstream of Minnesota Ave",2018-05-16,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.33,NA,8.33,8.33,1,7.98,NA,7.98,7.98,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,990,NA,990,990,2,17.715,0.728319984622145,17.2,18.23,1,6.54,NA,6.54,6.54,1,NA,NA,NA,NA
"51","MC11",2018-05-16,"Confluence","Marsh Ck. below Deer Ck","Three Creeks Restoration","3CREEKS",6,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,6,1,"Marsh Ck. below Deer Ck",2018-05-16,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.27,NA,6.27,6.27,1,7.85,NA,7.85,7.85,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,840,NA,840,840,2,14.55,2.47487373415292,12.8,16.3,1,17.2,NA,17.2,17.2,1,NA,NA,NA,NA
"52","MC12",2018-05-15,"Confluence","Marsh Ck. below Sand Ck","Three Creeks Restoration","3CREEKS",17,0,0,1,0,7,0,11,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0.235294117647059,4,0.235294117647059,"Marsh Ck. below Sand Ck",2018-05-15,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.5,NA,8.5,8.5,1,8,NA,8,8,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1300,NA,1300,1300,2,21.65,0.777817459305201,21.1,22.2,1,45.85,NA,45.85,45.85,1,NA,NA,NA,NA
"53","MC12",2018-05-15,"Confluence","Marsh Ck. below Sand Ck","Three Creeks Restoration","3CREEKS",17,0,0,1,0,7,0,11,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0.235294117647059,4,0.235294117647059,"Sungold Park",2018-05-15,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.5,NA,6.5,6.5,1,7.9,NA,7.9,7.9,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2000,NA,2000,2000,2,18.75,1.34350288425444,17.8,19.7,1,11.25,NA,11.25,11.25,1,NA,NA,NA,NA
"54","MC13",2018-05-16,"Confluence","Creekside Park","Three Creeks Restoration","3CREEKS",11,0,0,0,0,4,0,6,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0909090909090909,1,0.0909090909090909,"Creekside Park",2018-05-16,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.91,NA,6.91,6.91,1,7.9,NA,7.9,7.9,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1028,NA,1028,1028,2,16.53,0.947523086789974,15.86,17.2,1,1.61,NA,1.61,1.61,1,NA,NA,NA,NA
"55","MCN10",2018-05-15,"Confluence","Sungold Park","Three Creeks Restoration","3CREEKS",16,0,0,2,1,4,0,9,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0.25,5,0.3125,"Marsh Ck. below Sand Ck",2018-05-15,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.5,NA,8.5,8.5,1,8,NA,8,8,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1300,NA,1300,1300,2,21.65,0.777817459305201,21.1,22.2,1,45.85,NA,45.85,45.85,1,NA,NA,NA,NA
"56","MCN10",2018-05-15,"Confluence","Sungold Park","Three Creeks Restoration","3CREEKS",16,0,0,2,1,4,0,9,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0.25,5,0.3125,"Sungold Park",2018-05-15,"Three Creeks Restoration",9,"Confluence",1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.5,NA,6.5,6.5,1,7.9,NA,7.9,7.9,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2000,NA,2000,2000,2,18.75,1.34350288425444,17.8,19.7,1,11.25,NA,11.25,11.25,1,NA,NA,NA,NA
"57","SU024S",2011-08-30,"Suisun Bay","Suisun Bay (SU024S)","2011 RMP Status and Trends","11RMP2ST",13,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU024S)",2011-08-30,"2011 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7,NA,7,7,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"58","SU027S",2012-04-23,"Suisun Bay","Suisun Bay (SU027S)","2012 RMP Status and Trends","12RMP2ST",10,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU027S)",2012-04-23,"2012 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.8,NA,6.8,6.8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"59","SU044S",2011-08-29,"Suisun Bay","Suisun Bay (SU044S)","2011 RMP Status and Trends","11RMP2ST",9,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU044S)",2011-08-29,"2011 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.4,NA,6.4,6.4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"60","SU048S",2011-08-30,"Suisun Bay","Suisun Bay (SU048S)","2011 RMP Status and Trends","11RMP2ST",17,0,0,0,0,0,0,5,7,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU048S)",2011-08-30,"2011 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.8,NA,6.8,6.8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"61","SU073S",2011-08-29,"Suisun Bay","Suisun Bay (SU073S)","2011 RMP Status and Trends","11RMP2ST",20,0,0,0,0,0,2,8,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU073S)",2011-08-29,"2011 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.6,NA,6.6,6.6,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"62","SU073S",2012-04-23,"Suisun Bay","Suisun Bay (SU073S)","2012 RMP Status and Trends","12RMP2ST",11,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU073S)",2012-04-23,"2012 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.9,NA,6.9,6.9,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"63","SU128S",2012-04-23,"Suisun Bay","Suisun Bay (SU128S)","2012 RMP Status and Trends","12RMP2ST",18,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU128S)",2012-04-23,"2012 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7,NA,7,7,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"64","SU131S",2012-04-23,"Suisun Bay","Suisun Bay (SU131S)","2012 RMP Status and Trends","12RMP2ST",13,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Suisun Bay (SU131S)",2012-04-23,"2012 RMP Status and Trends",2,"Suisun Bay",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,6.3,NA,6.3,6.3,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
