OID_,TARGET_FID,StationCode,SampleDate,CollectionDepth,FIRST_TargetLatitude,FIRST_TargetLongitude,FIRST_StationName,FIRST_CollectionMethodName,HUC10,HUC12,RASTERVALU
558,2013,543R01103,4/21/2015 0:00:00,0.000000000000000,37.981231999999999,-121.812103300000004,West Antioch Creek,Field Method,1804000309.000000000000000,180400030907.000000000000000,31
559,2014,543R01103,4/21/2015 0:00:00,0.000000000000000,37.981231999999999,-121.812103300000004,West Antioch Creek,Field Method,1804000309.000000000000000,180400030907.000000000000000,31
560,2053,544SCAHFB,5/19/2015 0:00:00,0.000000000000000,37.947498000000003,-121.742996199999993,Sand Creek @ Hwy 4 Bypass,Field Method,1804000307.000000000000000,180400030702.000000000000000,41
561,2078,544SCAHFB,6/16/2015 0:00:00,0.000000000000000,37.947498000000003,-121.742996199999993,Sand Creek @ Hwy 4 Bypass,Field Method,1804000307.000000000000000,180400030702.000000000000000,41
562,2084,207KIR020,6/23/2015 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
563,2085,207KIR020,6/23/2015 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
564,2141,BG30,9/1/2015 0:00:00,0.000000000000000,38.020541999999999,-121.806266800000003,San Joaquin River (BG30),Field Method,1804000309.000000000000000,180400030907.000000000000000,1
565,2144,207KIR020,9/2/2015 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
566,2145,207KIR020,9/2/2015 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
567,2218,207KIR020,11/10/2015 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
568,2219,207KIR020,11/10/2015 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
569,2274,207KIR020,2/2/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
570,2275,207KIR020,2/2/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
571,2339,544SCAHFB,4/19/2016 0:00:00,0.000000000000000,37.947498000000003,-121.742996199999993,Sand Creek @ Hwy 4 Bypass,Field Method,1804000307.000000000000000,180400030702.000000000000000,41
572,2340,544SCAHFB,4/19/2016 0:00:00,0.000000000000000,37.947498000000003,-121.742996199999993,Sand Creek @ Hwy 4 Bypass,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,41
573,2372,207KIR020,5/25/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
574,2373,207KIR020,5/25/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
575,2405,207KIR020,7/16/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
576,2406,207KIR020,7/16/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
577,2510,207KIR020,10/24/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
578,2511,207KIR020,10/24/2016 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
579,2557,Eantioch,1/8/2017 0:00:00,0.000000000000000,38.002997999999998,-121.780998199999999,East Antioch nr Trembath,Water_Grab,1804000309.000000000000000,180400030907.000000000000000,7
580,2558,KirkerCk,1/8/2017 0:00:00,0.000000000000000,38.012999999999998,-121.843002299999995,Kirker Ck at Pittsburg Antioch Hwy and Verne Roberts Cir,Water_Grab,1805000103.000000000000000,180500010301.000000000000000,9
581,2571,207KIR020,1/31/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
582,2572,207KIR020,1/31/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
583,2610,544SCAHFB,3/21/2017 0:00:00,0.000000000000000,37.947498000000003,-121.742996199999993,Sand Creek @ Hwy 4 Bypass,Field Method,1804000307.000000000000000,180400030702.000000000000000,41
584,2611,544SCAHFB,3/21/2017 0:00:00,0.000000000000000,37.947498000000003,-121.742996199999993,Sand Creek @ Hwy 4 Bypass,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,41
585,2647,207KIR020,5/8/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
586,2648,207KIR020,5/8/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
587,2685,207KIR020,7/11/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
588,2686,207KIR020,7/11/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
589,2718,BG30,9/7/2017 0:00:00,0.000000000000000,38.020541999999999,-121.806266800000003,San Joaquin River (BG30),Field Method,1804000309.000000000000000,180400030907.000000000000000,1
590,2720,207KIR020,9/19/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
591,2721,207KIR020,9/19/2017 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
592,2787,207KIR020,2/21/2018 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
593,2788,207KIR020,2/21/2018 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
594,2813,KirkerCk,4/6/2018 0:00:00,0.000000000000000,38.012999999999998,-121.843002299999995,Kirker Ck at Pittsburg Antioch Hwy and Verne Roberts Cir,Water_Grab,1805000103.000000000000000,180500010301.000000000000000,9
595,2831,207KIR020,5/9/2018 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
596,2832,207KIR020,5/9/2018 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
597,2992,BG30,8/21/2018 0:00:00,0.000000000000000,38.020541999999999,-121.806266800000003,San Joaquin River (BG30),Sediment_Grab,1804000309.000000000000000,180400030907.000000000000000,1
598,3031,207KIR020,10/16/2018 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Sediment_Grab,1805000103.000000000000000,180500010301.000000000000000,7
599,3055,207KIR020,5/16/2019 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
600,3072,207KIR020,10/24/2019 0:00:00,0.000000000000000,38.016499000000003,-121.838813799999997,Kirker Creek at Floodway,Field Method,1805000103.000000000000000,180500010301.000000000000000,7
601,50,544SJR024,1/27/2010 0:00:00,0.000000000000000,38.052990000000001,-121.690330500000002,San Joaquin River at Jersey Point ,Field Method,1804000309.000000000000000,180400030906.000000000000000,1
602,96,544SJR024,2/22/2010 0:00:00,0.000000000000000,38.052990000000001,-121.690330500000002,San Joaquin River at Jersey Point ,Field Method,1804000309.000000000000000,180400030906.000000000000000,1
603,309,541MERECY,7/8/2010 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
604,449,544XKCAHL,2/8/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
605,476,544XKCAHL,3/8/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
606,477,544XKCAHL,3/8/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
607,500,LMarCr,3/24/2011 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
608,532,544XKCAHL,4/12/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
609,670,544XKCAHL,5/24/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
610,708,544CCC003,6/6/2011 0:00:00,0.000000000000000,38.043757999999997,-121.614799500000004,Old River at FrankÆs Tract (SJR -flooded island),Field Method,1804000309.000000000000000,180400030906.000000000000000,1
611,709,544CCC004,6/6/2011 0:00:00,0.000000000000000,37.970481999999997,-121.572997999999998,Old River at Rancho del Rio,Field Method,1804000306.000000000000000,180400030605.000000000000000,1
612,750,544CCC003,7/6/2011 0:00:00,0.000000000000000,38.043757999999997,-121.614799500000004,Old River at FrankÆs Tract (SJR -flooded island),Field Method,1804000309.000000000000000,180400030906.000000000000000,1
613,751,544CCC004,7/6/2011 0:00:00,0.000000000000000,37.970481999999997,-121.572997999999998,Old River at Rancho del Rio,Field Method,1804000306.000000000000000,180400030605.000000000000000,1
614,764,541MERDEL,7/21/2011 0:00:00,0.000000000000000,37.968510000000002,-121.682777400000006,Marsh Creekat Delta Road,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,10
615,765,541MERECY,7/21/2011 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
616,766,541MERSUN,7/21/2011 0:00:00,0.000000000000000,37.953560000000003,-121.694450399999994,Marsh Creek at Sunset Road,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,17
617,776,544XKCAHL,7/26/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
618,809,544CCC003,8/19/2011 0:00:00,0.000000000000000,38.043757999999997,-121.614799500000004,Old River at FrankÆs Tract (SJR -flooded island),Field Method,1804000309.000000000000000,180400030906.000000000000000,1
619,810,544CCC004,8/19/2011 0:00:00,0.000000000000000,37.970481999999997,-121.572997999999998,Old River at Rancho del Rio,Field Method,1804000306.000000000000000,180400030605.000000000000000,1
620,817,544XKCAHL,8/23/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
621,839,544CCC003,9/20/2011 0:00:00,0.000000000000000,38.043757999999997,-121.614799500000004,Old River at FrankÆs Tract (SJR -flooded island),Field Method,1804000309.000000000000000,180400030906.000000000000000,1
622,840,544CCC004,9/20/2011 0:00:00,0.000000000000000,37.970481999999997,-121.572997999999998,Old River at Rancho del Rio,Field Method,1804000306.000000000000000,180400030605.000000000000000,1
623,846,544XKCAHL,9/20/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
624,873,544XKCAHL,10/14/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
625,874,544XKCAHL,10/14/2011 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
626,878,544CCC003,10/17/2011 0:00:00,0.000000000000000,38.043757999999997,-121.614799500000004,Old River at FrankÆs Tract (SJR -flooded island),Field Method,1804000309.000000000000000,180400030906.000000000000000,1
627,879,544CCC004,10/17/2011 0:00:00,0.000000000000000,37.970481999999997,-121.572997999999998,Old River at Rancho del Rio,Field Method,1804000306.000000000000000,180400030605.000000000000000,1
628,887,541MERDEL,10/21/2011 0:00:00,0.000000000000000,37.968510000000002,-121.682777400000006,Marsh Creekat Delta Road,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,10
629,888,541MERECY,10/21/2011 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
630,889,541MERSUN,10/21/2011 0:00:00,0.000000000000000,37.953560000000003,-121.694450399999994,Marsh Creek at Sunset Road,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,17
631,916,541MERDEL,1/12/2012 0:00:00,0.000000000000000,37.968510000000002,-121.682777400000006,Marsh Creekat Delta Road,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,10
632,917,541MERECY,1/12/2012 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
633,918,541MERSUN,1/12/2012 0:00:00,0.000000000000000,37.953560000000003,-121.694450399999994,Marsh Creek at Sunset Road,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,17
634,925,LMarCr,1/20/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Auto sampler manually triggered,1804000307.000000000000000,180400030702.000000000000000,6
635,927,LMarCr,1/21/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Auto sampler manually triggered,1804000307.000000000000000,180400030702.000000000000000,6
636,943,544XKCAHL,2/14/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
637,977,544XKCAHL,3/15/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
638,978,544XKCAHL,3/15/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
639,987,LMarCr,3/16/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Auto sampler manually triggered,1804000307.000000000000000,180400030702.000000000000000,6
640,988,LMarCr,3/17/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
641,1036,544XKCAHL,4/12/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
642,1139,544R00025,5/15/2012 0:00:00,0.000000000000000,37.922966000000002,-121.718902600000007,Dry Cr_25-544R00025,Field Method,1804000307.000000000000000,180400030702.000000000000000,31
643,1140,544R00025,5/15/2012 0:00:00,0.000000000000000,37.922966000000002,-121.718902600000007,Dry Cr_25-544R00025,Field Method,1804000307.000000000000000,180400030702.000000000000000,31
644,1150,544XKCAHL,5/16/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
645,1199,544L12174,6/11/2012 0:00:00,0.000000000000000,37.913898000000003,-121.601287799999994,Discovery Bay 544L12174,Water_Grab,1804000308.000000000000000,180400030802.000000000000000,1
646,1200,544L12174,6/11/2012 0:00:00,0.000000000000000,37.913898000000003,-121.601287799999994,Discovery Bay 544L12174,Water_Grab,1804000308.000000000000000,180400030802.000000000000000,1
647,1204,541MERECY,6/12/2012 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
648,1223,LMarCr,6/20/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
649,1244,544XKCAHL,7/17/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
650,1250,544R00025,7/25/2012 0:00:00,0.000000000000000,37.922966000000002,-121.718902600000007,Dry Cr_25-544R00025,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,31
651,1267,544XKCAHL,8/21/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
652,1299,544XKCAHL,9/18/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
653,1300,544XKCAHL,9/18/2012 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
654,1317,LMarCr,10/19/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
655,1345,LMarCr,11/28/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
656,1346,LMarCr,11/29/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Auto sampler automatically triggered,1804000307.000000000000000,180400030702.000000000000000,6
657,1347,LMarCr,11/30/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
658,1348,LMarCr,12/1/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
659,1370,LMarCr,12/22/2012 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
660,1424,544XKCAHL,2/21/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
661,1445,544XKCAHL,3/19/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
662,1446,544XKCAHL,3/19/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
663,1474,544XKCAHL,4/2/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
664,1483,LMarCr,4/4/2013 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
665,1486,LMarCr,4/5/2013 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Auto sampler automatically triggered,1804000307.000000000000000,180400030702.000000000000000,6
666,1508,544R00281,5/15/2013 0:00:00,0.000000000000000,37.952328000000001,-121.696357699999993,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",Field Method,1804000307.000000000000000,180400030702.000000000000000,18
667,1509,544R00281,5/15/2013 0:00:00,0.000000000000000,37.952328000000001,-121.696357699999993,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",Water_Grab,1804000307.000000000000000,180400030702.000000000000000,18
668,1510,544R00281,5/15/2013 0:00:00,0.000000000000000,37.952328000000001,-121.696357699999993,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",Field Method,1804000307.000000000000000,180400030702.000000000000000,18
669,1525,544XKCAHL,5/21/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
670,1531,LMarCr,5/30/2013 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
671,1554,541MERECY,6/25/2013 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
672,1555,541MERECY,6/25/2013 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Field Method,1804000307.000000000000000,180400030702.000000000000000,4
673,1558,544R00281,7/9/2013 0:00:00,0.000000000000000,37.952328000000001,-121.696357699999993,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",Field Method,1804000307.000000000000000,180400030702.000000000000000,18
674,1559,544R00281,7/9/2013 0:00:00,0.000000000000000,37.952328000000001,-121.696357699999993,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,18
675,1600,544XKCAHL,8/20/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
676,1640,544XKCAHL,9/17/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
677,1641,544XKCAHL,9/17/2013 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
678,1675,LMarCr,12/5/2013 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
679,1696,544BIPAOR,1/28/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
680,1706,LMarCr,2/6/2014 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
681,1707,LMarCr,2/7/2014 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
682,1708,LMarCr,2/9/2014 0:00:00,0.000000000000000,37.990723000000003,-121.696121199999993,Lower Marsh Creek-LMarCr,Water_Grab,1804000307.000000000000000,180400030702.000000000000000,6
683,1718,544BIPAOR,2/11/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
684,1734,544BIPAOR,3/3/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
685,1741,544BIPAOR,3/5/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
686,1742,544BIPAOR,3/5/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Sediment_Grab,1804000309.000000000000000,180400030904.000000000000000,0
687,1755,544XKCAHL,3/5/2014 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
688,1756,544XKCAHL,3/5/2014 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Sediment_Grab,1804000308.000000000000000,180400030802.000000000000000,13
689,1779,544BIPAOR,4/15/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
690,1786,544XKCAHL,4/15/2014 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
691,1799,544BIPAOR,5/20/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
692,1808,544XKCAHL,5/20/2014 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
693,1823,544BIPAOR,6/17/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
694,1832,541MERECY,6/24/2014 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Sediment_Grab,1804000307.000000000000000,180400030702.000000000000000,4
695,1833,541MERECY,6/24/2014 0:00:00,0.000000000000000,37.991070000000001,-121.696258499999999,Marsh Creek at East Cypress Crossing,Field Method,1804000307.000000000000000,180400030702.000000000000000,4
696,1841,544BIPAOR,7/15/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
697,1867,544BIPAOR,8/19/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
698,1874,544XKCAHL,8/19/2014 0:00:00,0.000000000000000,37.881881999999997,-121.652206399999997,Kellogg Creek along Hoffman Ln,Field Method,1804000308.000000000000000,180400030802.000000000000000,13
699,1882,544BIPAOR,9/16/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Field Method,1804000309.000000000000000,180400030904.000000000000000,0
700,1883,544BIPAOR,9/16/2014 0:00:00,0.000000000000000,37.979160000000000,-121.570228599999993,Bacon Island Pump @ Old River,Sediment_Grab,1804000309.000000000000000,180400030904.000000000000000,0
